is_esl,is_efl,is_esl_or_efl,ENL,ESL,EFL,Speaker,Team,Team Points,Speaker Points,AVG,#1,#2,#3,#4,#5,#6,#7,#8,#9
0,0,0,50,,,Aaron Luke,LSE B,18,725,80.6,84,79,81,81,80,77,82,82,79
0,0,0,50,,,Elana Leone,Stanford B,17,725,80.6,77,77,82,85,80,81,80,83,80
0,0,0,57,,,Venu Katta,TCWM A,15,724,80.4,80,81,77,83,77,85,82,84,75
0,0,0,57,,,Imogen Harper,USU C,19,724,80.4,78,79,77,83,79,85,78,83,82
0,0,0,57,,,Alexandra Downie,USU E,18,724,80.4,81,77,80,82,78,81,83,83,79
0,0,0,57,,,Josh Spiegel,NEU A,16,724,80.4,82,80,84,80,77,80,77,80,84
0,0,0,57,,,Brynne Guthrie,LSE A,17,724,80.4,81,80,82,81,82,79,78,78,83
1,0,1,57,5,,Floris Holstege,LEIDEN C,17,724,80.4,78,82,84,79,79,82,79,79,82
0,0,0,57,,,Thomas Parnell,UQDS B,18,724,80.4,80,79,84,79,76,79,84,84,79
1,1,1,64,6,1,Ognjen Miladinović,Belgrade B,16,723,80.3,82,79,82,80,83,80,78,77,82
0,0,0,64,,,Sam Molloy,USU F,18,723,80.3,80,79,78,83,76,75,85,81,86
0,0,0,64,,,Harry Elliott,Stanford A,18,723,80.3,80,77,81,78,79,79,82,83,84
0,0,0,64,,,Antonia Bellas,UQDS C,19,723,80.3,79,77,79,83,81,81,78,84,81
0,0,0,68,,,Clyde Welsh,USU D,18,722,80.2,82,81,78,77,83,79,79,82,81
0,0,0,68,,,Justin Katz,Yale B,18,722,80.2,80,76,80,81,80,77,82,85,81
1,0,1,68,7,,Syarif Fakhri,IIUM B,19,722,80.2,77,80,77,79,82,83,84,80,80
0,0,0,68,,,Julia Milden,QDU A,18,722,80.2,75,78,81,81,83,81,83,80,80
0,0,0,68,,,Hamish Barker,LSE B,18,722,80.2,82,78,82,83,79,77,81,80,80
0,0,0,68,,,Jane Carroll,Melbourne A,20,722,80.2,78,80,80,77,80,78,81,86,82
0,0,0,68,,,Zoe Brown,Melbourne A,20,722,80.2,77,80,80,78,78,80,80,88,81
0,0,0,68,,,Nicholas Quah,Brown A,18,722,80.2,78,81,83,81,82,78,77,81,81
0,0,0,68,,,Katrina Chan,Ateneo A,18,722,80.2,82,78,81,77,79,83,79,80,83
0,0,0,68,,,R. Cara Riantoputra,Indonesia C,17,722,80.2,78,82,80,84,80,80,77,82,79
0,0,0,78,,,Jerusalem Demsas,TCWM A,15,721,80.1,81,82,78,80,76,85,79,84,76
0,0,0,78,,,Darion Hotan,KCL A,16,721,80.1,76,84,77,83,74,82,86,80,79
0,0,0,78,,,Andrei Kristian Buendia,Ateneo A,18,721,80.1,83,77,80,78,79,82,79,80,83
1,0,1,78,8,,Alif Azadi Taufik,Indonesia C,17,721,80.1,77,83,81,83,81,80,79,80,77
0,0,0,78,,,Surya Kumaravel,UCL B,17,721,80.1,78,81,82,82,76,82,80,81,79
1,0,1,83,9,,Roel Becker,LEIDEN B,17,720,80,79,80,76,82,83,77,79,83,81
0,0,0,83,,,Alexandra Johnson,Penn A,18,720,80,80,76,80,78,78,83,83,80,82
0,0,0,83,,,Hannah Tyndall,LSE A,17,720,80,82,81,80,80,80,80,78,77,82
1,0,1,83,9,,Devin Van den berg,LEIDEN B,17,720,80,77,81,78,81,83,77,77,83,83
0,0,0,87,,,Joonpyo Sohn,Brown A,18,719,79.9,76,80,82,80,80,79,78,82,82
0,0,0,87,,,Bostan Nurlanov,ANU A,17,719,79.9,78,81,78,80,82,80,80,80,80
0,0,0,87,,,Isabella Olson,Vermont B,17,719,79.9,81,81,80,84,75,77,82,83,76
0,0,0,87,,,Ankur Biswas,Cornell B,17,719,79.9,78,79,79,79,84,78,79,81,82
0,0,0,87,,,Molly Dale,MAD A,18,719,79.9,76,79,81,80,80,82,80,82,79
0,0,0,87,,,Patrick Holland,Swarthmore B,14,719,79.9,77,77,83,79,81,78,84,83,77
1,0,1,87,11,,Lisa Schallenberg,LEIDEN C,17,719,79.9,77,81,82,79,79,83,77,80,81
0,0,0,94,,,Sophie Scharlin-Pettee,Vermont B,17,718,79.8,80,80,79,83,76,78,82,83,77
0,0,0,94,,,Alessandra Chinsen,Melbourne B,16,718,79.8,79,83,77,77,81,84,79,81,77
0,0,0,94,,,Catherine Zheng,Harvard B,17,718,79.8,80,79,78,79,84,80,82,80,76
0,0,0,94,,,Nicole Liu,UCL B,17,718,79.8,79,80,83,83,74,82,80,79,78
0,0,0,94,,,Miriam Pierson,Swarthmore A,16,718,79.8,77,81,82,80,80,78,80,79,81
0,0,0,94,,,Nathan Raab,Princeton A,16,718,79.8,77,79,82,79,81,78,81,82,79
0,0,0,94,,,Lauren Ringrose,QUTDS A,18,718,79.8,75,80,78,78,81,81,80,82,83
0,0,0,94,,,Rishabh Tagore,Penn A,18,718,79.8,79,75,82,79,77,78,83,80,85
0,0,0,102,,,Liam Dennis,VUW A,17,717,79.7,76,74,81,80,81,83,78,84,80
1,0,1,102,12,,Đorđe Jovićević,Belgrade A,17,717,79.7,81,77,77,79,75,80,84,85,79
0,0,0,102,,,Adam Stairs,UCD LawSoc A,19,717,79.7,79,79,78,79,81,80,80,81,80
1,0,1,102,12,,Janko Djordjevic,Belgrade B,16,717,79.7,81,78,80,81,80,80,78,76,83
0,0,0,102,,,Maddy Nash,VUW A,17,717,79.7,76,74,79,81,83,83,78,83,80
0,0,0,102,,,Bobbi Leet,Stanford A,18,717,79.7,81,78,79,77,78,81,81,81,81
1,0,1,102,12,,Sissi Li Zhou,NEU A,16,717,79.7,81,79,79,80,75,81,80,79,83
0,0,0,109,,,Cian Luddy,UCC Phil A,15,716,79.6,80,85,79,76,77,79,81,78,81
0,0,0,109,,,Sinan Ozbay,Princeton A,16,716,79.6,78,78,81,78,81,77,82,81,80
0,0,0,109,,,Nishith Hegde,Edinburgh A,15,716,79.6,80,82,80,77,83,78,76,76,84
0,0,0,109,,,Tim Luciano,Brandeis A,18,716,79.6,75,77,76,82,79,82,83,81,81
0,0,0,109,,,Camara Hudson,Vermont A,16,716,79.6,80,78,79,76,79,81,82,82,79
0,0,0,109,,,Amanda Chen,Harvard B,17,716,79.6,80,79,78,78,84,78,82,80,77
0,0,0,109,,,Laura Purcell,UT Sydney A,15,716,79.6,79,76,76,80,83,82,79,84,77
0,0,0,109,,,Bailey Reid,KCL A,16,716,79.6,75,83,75,83,75,83,85,79,78
0,0,0,109,,,Andrew Bowles,GWU A,17,716,79.6,82,78,82,80,80,76,81,79,78
0,0,0,109,,,Sebastian Rees,Oxford D,17,716,79.6,77,80,80,80,82,79,79,79,80
1,0,1,109,15,,Tom Manor,Tel Aviv B,17,716,79.6,81,82,79,80,79,76,73,85,81
0,0,0,120,,,Miriam Kohn,URDU A,16,715,79.4,80,76,78,79,82,82,76,80,82
0,0,0,120,,,Ryan O'Rourke,UT Sydney A,15,715,79.4,80,77,77,79,82,82,81,80,77
0,0,0,120,,,Benjamin Anderson,Stanford D,13,715,79.4,79,77,78,82,77,81,81,82,78
0,0,0,120,,,Karan Bhuwalka,IITB A,18,715,79.4,75,79,79,81,78,76,82,83,82
0,0,0,120,,,Sterling Higa,Hawaii A,16,715,79.4,75,74,79,83,82,81,85,78,78
0,0,0,120,,,Pragya Malik,Princeton C,18,715,79.4,77,80,80,80,81,77,82,80,78
0,0,0,120,,,Rubin Danberg-Biggs,Cornell B,17,715,79.4,80,78,79,79,83,77,77,79,83
0,0,0,127,,,Brynde Kreft,UCT A,17,714,79.3,81,78,81,82,82,77,77,79,77
0,0,0,127,,,Mitchell Dorbyk,QDU B,17,714,79.3,76,79,76,78,80,80,81,81,83
0,0,0,127,,,Xavier Sottile,Yale D,17,714,79.3,77,79,80,83,77,77,79,84,78
0,0,0,127,,,Matt Donaghy,Swarthmore B,14,714,79.3,78,77,83,79,79,77,83,81,77
1,0,1,127,16,,Ayal Hayut man,Tel Aviv A,20,714,79.3,76,78,75,80,80,83,83,76,83
0,0,0,132,,,Danny Jaffe,Brandeis A,18,713,79.2,75,79,77,81,79,80,83,78,81
0,0,0,132,,,Lucas Li,NUS A,15,713,79.2,78,84,79,81,77,73,82,82,77
0,0,0,132,,,David Wang,GWU A,17,713,79.2,82,78,83,78,78,76,83,77,78
0,0,0,132,,,Tara Bansal,Duke A,19,713,79.2,78,80,76,73,79,81,78,86,82
0,0,0,132,,,Alasdair Donovan,Cambridge C,17,713,79.2,81,80,79,75,79,81,77,83,78
0,0,0,137,,,Lloyd Lyall,Stanford D,13,712,79.1,77,78,78,81,79,79,82,81,77
1,0,1,137,17,,Tal Mendelson,HUJI A,17,712,79.1,74,78,80,78,80,76,79,85,82
0,0,0,137,,,Ryan Tarte,Vermont A,16,712,79.1,79,76,79,77,79,80,82,81,79
0,0,0,140,,,Sarah Bostock,Melbourne B,16,711,79,80,83,76,77,80,83,78,80,74
0,0,0,140,,,Drew Latimer,TDS A,16,711,79,79,78,78,81,78,78,78,78,83
0,0,0,140,,,Lydia Day,Cambridge C,17,711,79,80,79,77,78,76,82,79,82,78
0,0,0,140,,,Katie McLean,Edinburgh A,15,711,79,78,80,79,77,83,77,76,77,84
0,0,0,140,,,William Berthelot,UNSW A,15,711,79,77,81,77,77,79,84,80,79,77
0,0,0,140,,,Dan Stoyell,Cornell A,13,711,79,83,78,82,77,80,76,79,78,78
0,0,0,140,,,Harry Zhang,Hopkins A,16,711,79,80,76,80,78,80,78,82,81,76
0,0,0,140,,,Eric Ramoutar,Duke A,19,711,79,77,81,73,74,79,79,79,87,82
0,0,0,148,,,Emily Williams,Otago A,14,710,78.9,77,81,78,80,76,81,78,81,78
0,0,0,148,,,Alice Sowry,Otago A,14,710,78.9,78,82,76,79,78,83,76,80,78
0,0,0,148,,,Amelia Kearney,MAD B,13,710,78.9,80,79,78,81,77,78,78,80,79
0,0,0,148,,,Luke Rickmond,QUTDS A,18,710,78.9,74,79,78,77,79,80,81,80,82
0,0,0,148,,,Kuan Hian Tan,Hopkins A,16,710,78.9,79,75,81,78,80,79,81,81,76
0,0,0,148,,,Shaheed Brooks,Morehouse B,14,710,78.9,80,76,75,82,80,81,76,83,77
0,0,0,148,,,Sam Erickson,Alaska A,17,710,78.9,79,78,75,77,78,83,81,80,79
0,0,0,148,,,William Maidment,QDU A,18,710,78.9,74,78,80,79,80,79,80,80,80
0,0,0,148,,,Méabh McMahon,UCC Phil A,15,710,78.9,80,83,78,77,78,77,80,77,80
1,1,1,157,18,2,Jelisaveta Stanisic,PEP A,16,709,78.8,77,79,82,77,76,77,79,83,79
0,0,0,157,,,Jaewon Kim,Princeton C,18,709,78.8,76,79,78,77,80,76,83,81,79
0,0,0,157,,,Cassandra Cervi,UWODS A,17,709,78.8,76,77,79,80,76,80,83,79,79
0,0,0,157,,,Ksenia Podvoiskaia,QDU B,17,709,78.8,75,77,77,77,80,80,80,80,83
0,0,0,157,,,Arlo Alexander Meylan,UNSW B,15,709,78.8,81,78,79,82,78,80,76,79,76
0,0,0,157,,,John Hajek,Melbourne C,17,709,78.8,77,77,78,77,80,78,80,79,83
0,0,0,163,,,Emily Phillimore,UWADU B,14,708,78.7,81,80,79,77,80,78,79,78,76
0,0,0,163,,,Tamara Jenkin,VUW B,14,708,78.7,81,80,80,79,77,73,74,79,85
0,0,0,163,,,Tessa Holtzman,Bates B,14,708,78.7,78,79,77,82,79,82,81,78,72
0,0,0,163,,,Alexander Beaumont,McGill A,17,708,78.7,76,80,80,78,74,77,81,79,83
0,0,0,163,,,Mishal Ashraf,McGill B,15,708,78.7,76,83,77,82,77,77,77,79,80
0,0,0,163,,,Megan Wilson,Yale C,15,708,78.7,80,78,76,78,76,81,79,82,78
0,0,0,163,,,Rebecca Blair,Cornell A,13,708,78.7,79,78,83,77,81,77,78,79,76
0,0,0,163,,,Aidan Patrick,UCL A,17,708,78.7,80,75,78,78,79,78,81,81,78
0,0,0,163,,,Nicholas Carverhill,YNC A,15,708,78.7,80,78,78,78,75,80,84,77,78
0,0,0,163,,,Ajinkya Deshpande,IITB A,18,708,78.7,74,79,80,82,74,76,78,82,83
1,0,1,163,19,,Ilija Ivanišević,Belgrade A,17,708,78.7,81,76,75,79,75,79,82,83,78
0,0,0,174,,,Fionn Adamian,McGill C,15,707,78.6,78,79,79,79,73,75,80,81,83
0,0,0,174,,,Elle Wilson,Stanford E,15,707,78.6,80,76,76,83,79,75,76,80,82
0,0,0,174,,,Giraldine Duff,Hawaii A,16,707,78.6,76,75,77,82,80,81,84,75,77
0,0,0,174,,,Richard Ngo,Oxford D,17,707,78.6,77,80,78,79,80,78,78,78,79
0,0,0,174,,,Mattea Roach,Hart House C,14,707,78.6,77,79,76,81,78,79,80,79,78
0,0,0,174,,,Jacob Rock,MQU A,15,707,78.6,78,81,79,75,80,77,80,79,78
0,0,0,174,,,Taha Masud,DRUMS A,16,707,78.6,77,77,84,79,82,76,76,79,77
0,0,0,174,,,Matthew Creese,BPP A,16,707,78.6,76,80,81,81,77,74,81,78,79
0,0,0,174,,,Matthieu Ostrander,Alaska B,16,707,78.6,77,77,78,80,78,81,78,82,76
1,1,1,174,20,3,Miloš Marjanović,Belgrade C,14,707,78.6,78,82,80,78,76,76,77,84,76
1,0,1,174,20,,Noam Dahan,Tel Aviv B,17,707,78.6,80,84,78,77,78,74,72,85,79
0,0,0,174,,,Usman Tanveer Malik,DRUMS A,16,707,78.6,77,78,83,78,82,77,77,79,76
0,0,0,174,,,Chris Perkins,URDU A,16,707,78.6,76,76,78,78,83,79,78,78,81
0,0,0,174,,,Simonas Bartulis,YNC A,15,707,78.6,79,78,80,77,77,80,82,77,77
0,0,0,188,,,Jackie Li,Stanford E,15,706,78.4,79,75,76,84,80,76,74,80,82
0,0,0,188,,,Sarah Millman,Hart House B,15,706,78.4,80,80,75,77,76,81,76,81,80
0,0,0,188,,,Daniel Huang,McGill B,15,706,78.4,80,84,77,81,76,76,77,78,77
1,0,1,188,22,,Emma Lucas,LEIDEN A,18,706,78.4,80,77,79,80,76,80,76,79,79
0,0,0,188,,,Phillip Gracen,UQDS A,16,706,78.4,80,75,77,81,77,79,79,78,80
0,0,0,188,,,Allen Gu,UCL A,17,706,78.4,78,78,78,76,79,77,82,82,76
0,0,0,188,,,Liam Tomlinson,MAD C,15,706,78.4,76,77,78,78,80,78,78,84,77
0,0,0,188,,,Amy Gilbertson,MAD B,13,706,78.4,79,79,79,80,77,76,78,80,78
0,0,0,188,,,Nathan Chalk,BPP A,16,706,78.4,76,81,80,80,78,75,79,77,80
0,0,0,188,,,Niamh Egleston,TCD Phil B,15,706,78.4,80,78,76,80,80,80,79,76,77
1,0,1,188,22,,Sadaf MD Halim,IUT A,16,706,78.4,79,76,79,78,80,76,79,82,77
1,0,1,188,22,,Syed Razee,IUT A,16,706,78.4,79,76,78,77,81,76,80,83,76
1,0,1,200,25,,Ahmed Naufal,IIUM C,15,705,78.3,79,80,73,76,75,80,80,81,81
0,0,0,200,,,James Wink,UCT A,17,705,78.3,78,77,81,81,80,78,77,78,75
0,0,0,200,,,Bennett Saltzman,Bates C,16,705,78.3,77,77,76,80,78,79,79,80,79
0,0,0,200,,,Christopher Skliros,Melbourne C,17,705,78.3,75,77,77,76,80,79,80,81,80
0,0,0,200,,,Ryan Howson,UWODS A,17,705,78.3,75,78,78,80,77,79,82,78,78
0,0,0,200,,,Will Meyer,Swarthmore A,16,705,78.3,75,79,80,81,81,77,78,77,77
0,0,0,206,,,Georgia Chahoud,MQU A,15,704,78.2,78,79,78,76,79,78,80,80,76
0,0,0,206,,,Andrew Manton-Hall,UNSW B,15,704,78.2,81,78,79,80,77,79,76,80,74
1,0,1,206,26,,Shitab Daiyan Akash,IIUM C,15,704,78.2,79,79,72,76,77,80,78,82,81
0,0,0,206,,,Bharath Srivatsan,Princeton B,16,704,78.2,76,78,79,78,75,80,79,81,78
1,0,1,206,26,,Alon van Dam,RRIS A,15,704,78.2,77,81,76,78,75,79,78,81,79
1,0,1,206,26,,Calin Muresanu,BBU A,17,704,78.2,75,80,77,76,77,76,79,81,83
0,0,0,206,,,Abhisheka Dubey,NTU A,15,704,78.2,80,79,76,76,76,82,79,81,75
0,0,0,213,,,Lorna Staines,TCD Hist A,15,703,78.1,78,77,77,78,74,80,81,80,78
0,0,0,213,,,Jonah Goldberg,Brown B,14,703,78.1,76,76,76,83,77,81,77,80,77
0,0,0,213,,,Nathaniel Carlsen,Bard A,13,703,78.1,76,80,78,82,77,78,76,77,79
0,0,0,213,,,Jacob Shercliffe,Alaska B,16,703,78.1,76,77,77,79,77,82,79,80,76
0,0,0,213,,,Sarah Elton,Alaska A,17,703,78.1,78,77,74,76,78,82,80,78,80
0,0,0,213,,,Jainah J,UT MARA B,13,703,78.1,81,80,78,75,79,78,78,73,81
0,0,0,213,,,Adela Lilollari Adela Lilollari,Yale C,15,703,78.1,79,78,77,76,76,80,78,81,78
0,0,0,213,,,Quito Tsui,Stanford C,16,703,78.1,78,75,80,80,74,75,77,82,82
0,0,0,213,,,Cole Limbach,Bates B,14,703,78.1,77,78,79,81,78,80,79,77,74
1,1,1,213,29,4,Stella Emada Bestio,BINUS A,16,703,78.1,80,78,73,81,77,78,76,85,75
0,0,0,223,,,Ben Levy,Hart House C,14,702,78,77,78,77,79,78,77,79,79,78
0,0,0,223,,,Matt Karkowski,Clemson B,16,702,78,77,77,81,75,79,75,80,78,80
0,0,0,223,,,Dan Roberts,St Andrews A,13,702,78,76,84,76,75,78,82,76,76,79
0,0,0,223,,,Conor White,UCD LawSoc B,15,702,78,76,81,77,77,76,78,77,78,82
0,0,0,223,,,Jeremy Chen,TDS A,16,702,78,78,77,76,77,77,78,79,79,81
1,1,1,223,30,5,Jovan Petronijevic,PEP A,16,702,78,76,79,79,77,76,79,76,81,79
1,1,1,223,30,5,Willem Chua,BINUS A,16,702,78,78,78,75,82,76,79,76,84,74
0,0,0,223,,,Dylan Desjardins,Bates C,16,702,78,79,75,76,77,77,79,79,82,78
1,0,1,231,32,,Roy Schulman,HUJI A,17,701,77.9,72,76,78,77,79,75,79,83,82
1,0,1,231,32,,Gigi Gil,LEIDEN A,18,701,77.9,78,77,80,78,75,78,77,80,78
0,0,0,231,,,Elliot Porter,GUU B,12,701,77.9,78,78,79,78,77,78,81,78,74
1,0,1,231,32,,Mihai Morar,BBU A,17,701,77.9,75,78,79,76,77,76,80,79,81
0,0,0,231,,,Zoe Morgan,AUDS A,13,701,77.9,79,81,79,77,74,78,78,81,74
0,0,0,231,,,Jameel Manji,E.D.S A,16,701,77.9,80,74,79,79,75,76,78,78,82
0,0,0,231,,,Michael Pusic,CDS A,12,701,77.9,77,81,77,78,77,77,79,77,78
0,0,0,238,,,Talia Teplinsky,RRIS A,15,700,77.8,77,80,75,78,76,79,77,81,77
0,0,0,238,,,Kendall Shepherd,UNSW A,15,700,77.8,76,80,75,78,77,82,79,76,77
0,0,0,238,,,Joshua Cahill,UWADU B,14,700,77.8,78,79,78,77,78,78,77,77,78
1,0,1,238,35,,Willem Wilken,USDV A,14,700,77.8,80,75,78,76,79,78,80,76,78
0,0,0,238,,,Thomas Wong,UQDS A,16,700,77.8,80,73,77,81,77,78,80,78,76
0,0,0,238,,,Aspen Wang,Princeton B,16,700,77.8,75,76,79,80,76,77,80,80,77
1,0,1,238,35,,Vinodhan Kuppusamy,Malaya A,15,700,77.8,82,77,80,76,77,77,79,77,75
0,0,0,238,,,Jun Ping Lim,SMU A,16,700,77.8,77,78,80,77,76,75,77,78,82
0,0,0,238,,,Razzaq Fazail,LSE C,14,700,77.8,77,79,81,76,77,81,76,74,79
0,0,0,238,,,Alan Chan,UADS A,14,700,77.8,81,78,77,78,80,78,78,79,71
0,0,0,238,,,Joey Schnide,GWU B,16,700,77.8,74,77,77,77,78,79,78,78,82
0,0,0,238,,,Catherine Prasifka,TCD Hist A,15,700,77.8,77,75,77,78,76,81,80,79,77
0,0,0,238,,,Stepan Lavrouk,TCD Phil A,14,700,77.8,82,78,77,77,76,76,78,79,77
0,0,0,238,,,Christopher Costigan,TCD Phil A,14,700,77.8,85,78,77,78,76,77,76,78,75
0,0,0,238,,,Laura Hogan,UCD LawSoc B,15,700,77.8,78,80,78,76,75,76,77,77,83
1,1,1,253,37,7,Revaldi Nathanael Wirabuana,Indonesia A,15,699,77.7,79,77,74,81,77,77,77,80,77
0,0,0,253,,,Caroline Li,UBC A,15,699,77.7,80,75,76,79,77,74,78,78,82
0,0,0,253,,,Neil du Toit,USDV B,16,699,77.7,76,78,75,77,80,78,75,79,81
0,0,0,253,,,James Ward,McGill C,15,699,77.7,76,77,78,78,75,75,79,79,82
0,0,0,253,,,Reca Sarfati,Brown B,14,699,77.7,76,75,76,81,77,80,77,80,77
1,0,1,253,37,,Jang Seokwoo,YUU A,18,699,77.7,74,80,76,76,77,76,79,81,80
0,0,0,253,,,Beckie Thomas,St Andrews A,13,699,77.7,78,82,78,75,77,81,75,76,77
0,0,0,253,,,Colin Wu,NUS A,15,699,77.7,78,81,77,79,77,72,79,80,76
1,0,1,253,37,,Sooyoung Park,YUU A,18,699,77.7,75,76,76,76,78,77,80,78,83
0,0,0,262,,,Jack Kennedy,TCD Hist B,14,698,77.6,82,78,76,79,75,75,76,77,80
0,0,0,262,,,Frankie Orrico,AUDS A,13,698,77.6,80,79,79,75,74,79,77,80,75
1,0,1,262,40,,Amrit Agastia,Taylor's A,15,698,77.6,74,77,77,76,79,80,83,79,73
0,0,0,262,,,Virat Chopra,NTU A,15,698,77.6,79,79,77,75,76,80,75,82,75
0,0,0,262,,,John Macy,Alaska C,13,698,77.6,79,79,75,80,74,75,77,81,78
0,0,0,262,,,Emma Kinakin,UVic A,14,698,77.6,80,82,76,78,77,74,80,75,76
1,0,1,262,40,,Xinyue Wei,BLCU A,15,698,77.6,75,77,75,78,77,74,81,77,84
0,0,0,262,,,Naz Gocek,Stanford C,16,698,77.6,80,76,78,77,73,75,78,81,80
